gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
52	ERR4998601_000000002461	15036	16434	f	0	1	prodigal	v2.6.3
53	ERR4998601_000000002461	16430	16601	f	0	1	prodigal	v2.6.3
54	ERR4998601_000000002461	16666	17530	f	0	1	prodigal	v2.6.3
55	ERR4998601_000000002461	17522	18359	f	0	1	prodigal	v2.6.3
56	ERR4998601_000000002461	18355	19582	f	0	1	prodigal	v2.6.3
57	ERR4998601_000000002461	19700	21482	r	0	1	prodigal	v2.6.3
58	ERR4998601_000000002461	21928	23083	r	0	1	prodigal	v2.6.3
59	ERR4998601_000000002461	23079	23925	r	0	1	prodigal	v2.6.3
60	ERR4998601_000000002461	23927	24842	r	0	1	prodigal	v2.6.3
61	ERR4998601_000000002461	24838	25840	r	0	1	prodigal	v2.6.3
62	ERR4998601_000000002461	25839	27204	r	0	1	prodigal	v2.6.3
63	ERR4998601_000000002461	27221	28640	r	0	1	prodigal	v2.6.3
64	ERR4998601_000000002461	28704	29544	r	0	1	prodigal	v2.6.3
65	ERR4998601_000000002461	29536	30484	r	0	1	prodigal	v2.6.3
66	ERR4998601_000000002461	30561	31902	r	0	1	prodigal	v2.6.3
67	ERR4998601_000000002461	32010	33066	r	0	1	prodigal	v2.6.3
68	ERR4998601_000000002461	33424	36331	f	0	1	prodigal	v2.6.3
69	ERR4998601_000000002461	36639	37236	f	0	1	prodigal	v2.6.3
70	ERR4998601_000000002461	37250	38681	f	0	1	prodigal	v2.6.3
71	ERR4998601_000000002461	38921	40019	f	0	1	prodigal	v2.6.3
72	ERR4998601_000000002461	40143	40425	r	0	1	prodigal	v2.6.3
73	ERR4998601_000000002461	40571	40775	f	0	1	prodigal	v2.6.3
74	ERR4998601_000000002461	40989	42081	f	0	1	prodigal	v2.6.3
75	ERR4998601_000000002461	42372	42465	f	1	1	prodigal	v2.6.3
76	ERR4998601_000000002646	2	710	r	1	1	prodigal	v2.6.3
77	ERR4998601_000000002646	864	1026	r	0	1	prodigal	v2.6.3
78	ERR4998601_000000002646	1244	1541	r	0	1	prodigal	v2.6.3
79	ERR4998601_000000002646	1700	1955	r	0	1	prodigal	v2.6.3
80	ERR4998601_000000002646	2020	2191	r	0	1	prodigal	v2.6.3
81	ERR4998601_000000002646	2226	2583	r	0	1	prodigal	v2.6.3
82	ERR4998601_000000002646	2594	2762	r	0	1	prodigal	v2.6.3
83	ERR4998601_000000002906	0	114	f	1	1	prodigal	v2.6.3
84	ERR4998601_000000002906	134	2768	r	1	1	prodigal	v2.6.3
85	ERR4998601_000000003156	0	1071	f	1	1	prodigal	v2.6.3
86	ERR4998601_000000003156	1205	1601	f	0	1	prodigal	v2.6.3
87	ERR4998601_000000003156	1809	2841	f	0	1	prodigal	v2.6.3
88	ERR4998601_000000003156	2852	5414	f	0	1	prodigal	v2.6.3
89	ERR4998601_000000003156	5421	5835	f	0	1	prodigal	v2.6.3
90	ERR4998601_000000003156	5835	6306	r	1	1	prodigal	v2.6.3
91	ERR4998601_000000003370	0	780	f	1	1	prodigal	v2.6.3
92	ERR4998601_000000003370	963	3393	f	0	1	prodigal	v2.6.3
93	ERR4998601_000000003370	3389	3746	f	1	1	prodigal	v2.6.3
94	ERR4998601_000000003563	1	127	f	1	1	prodigal	v2.6.3
95	ERR4998601_000000003563	123	966	f	0	1	prodigal	v2.6.3
96	ERR4998601_000000003563	962	1715	f	0	1	prodigal	v2.6.3
97	ERR4998601_000000003563	1711	2047	f	1	1	prodigal	v2.6.3
98	ERR4998601_000000003849	0	687	r	1	1	prodigal	v2.6.3
99	ERR4998601_000000003849	707	1400	r	0	1	prodigal	v2.6.3
100	ERR4998601_000000003849	1409	2192	r	1	1	prodigal	v2.6.3
101	ERR4998601_000000004036	1	232	f	1	1	prodigal	v2.6.3
102	ERR4998601_000000004036	233	704	f	0	1	prodigal	v2.6.3
103	ERR4998601_000000004036	783	1932	f	0	1	prodigal	v2.6.3
104	ERR4998601_000000004036	1928	2345	f	0	1	prodigal	v2.6.3
105	ERR4998601_000000004036	2359	2791	f	0	1	prodigal	v2.6.3
106	ERR4998601_000000004036	2787	3084	f	0	1	prodigal	v2.6.3
107	ERR4998601_000000004036	3145	3367	f	0	1	prodigal	v2.6.3
108	ERR4998601_000000004036	3377	3692	f	0	1	prodigal	v2.6.3
109	ERR4998601_000000004036	4177	5266	r	1	1	prodigal	v2.6.3
110	ERR4998601_000000004268	94	1876	f	0	1	prodigal	v2.6.3
111	ERR4998601_000000004268	2060	3092	f	0	1	prodigal	v2.6.3
112	ERR4998601_000000004268	3088	3823	f	0	1	prodigal	v2.6.3
113	ERR4998601_000000004268	3828	4527	f	0	1	prodigal	v2.6.3
114	ERR4998601_000000004268	4382	6236	r	1	1	prodigal	v2.6.3
115	ERR4998601_000000004470	2	494	r	1	1	prodigal	v2.6.3
116	ERR4998601_000000004470	754	1015	f	0	1	prodigal	v2.6.3
117	ERR4998601_000000004470	1051	2011	f	1	1	prodigal	v2.6.3
118	ERR4998601_000000004701	2	707	r	1	1	prodigal	v2.6.3
119	ERR4998601_000000004701	969	1899	r	0	1	prodigal	v2.6.3
120	ERR4998601_000000004865	1	376	r	1	1	prodigal	v2.6.3
121	ERR4998601_000000004865	505	1072	r	0	1	prodigal	v2.6.3
122	ERR4998601_000000004865	1314	2892	f	1	1	prodigal	v2.6.3
123	ERR4998601_000000005063	55	1108	r	0	1	prodigal	v2.6.3
124	ERR4998601_000000005063	1375	2200	r	1	1	prodigal	v2.6.3
125	ERR4998601_000000005268	0	618	f	1	1	prodigal	v2.6.3
126	ERR4998601_000000005268	641	2042	r	0	1	prodigal	v2.6.3
127	ERR4998601_000000005268	2073	2403	r	0	1	prodigal	v2.6.3
128	ERR4998601_000000005268	2481	3180	r	0	1	prodigal	v2.6.3
129	ERR4998601_000000005268	3194	3542	r	0	1	prodigal	v2.6.3
130	ERR4998601_000000005268	3844	4255	r	0	1	prodigal	v2.6.3
131	ERR4998601_000000005268	4258	5395	r	0	1	prodigal	v2.6.3
132	ERR4998601_000000005268	5398	5941	r	0	1	prodigal	v2.6.3
133	ERR4998601_000000005268	6050	6509	r	0	1	prodigal	v2.6.3
134	ERR4998601_000000005268	6535	7258	r	1	1	prodigal	v2.6.3
135	ERR4998601_000000005490	2	464	r	1	1	prodigal	v2.6.3
136	ERR4998601_000000005490	476	623	r	0	1	prodigal	v2.6.3
137	ERR4998601_000000005490	635	2372	r	0	1	prodigal	v2.6.3
138	ERR4998601_000000005490	2672	3074	r	0	1	prodigal	v2.6.3
139	ERR4998601_000000005490	3093	3339	r	1	1	prodigal	v2.6.3
140	ERR4998601_000000005711	2	512	f	1	1	prodigal	v2.6.3
141	ERR4998601_000000005711	652	1174	f	0	1	prodigal	v2.6.3
142	ERR4998601_000000005711	1350	2223	f	0	1	prodigal	v2.6.3
143	ERR4998601_000000005711	2219	3527	f	0	1	prodigal	v2.6.3
144	ERR4998601_000000005711	3676	3883	r	0	1	prodigal	v2.6.3
145	ERR4998601_000000005711	3976	4099	r	1	1	prodigal	v2.6.3
146	ERR4998601_000000005881	0	81	r	1	1	prodigal	v2.6.3
147	ERR4998601_000000005881	210	1011	f	0	1	prodigal	v2.6.3
148	ERR4998601_000000005881	1007	2594	f	0	1	prodigal	v2.6.3
149	ERR4998601_000000005881	2725	2941	f	0	1	prodigal	v2.6.3
150	ERR4998601_000000005881	3022	4855	f	0	1	prodigal	v2.6.3
151	ERR4998601_000000006101	108	618	r	0	1	prodigal	v2.6.3
152	ERR4998601_000000006101	686	869	f	0	1	prodigal	v2.6.3
153	ERR4998601_000000006101	968	1673	f	0	1	prodigal	v2.6.3
154	ERR4998601_000000006101	1714	1936	r	0	1	prodigal	v2.6.3
155	ERR4998601_000000006101	1962	2235	f	0	1	prodigal	v2.6.3
156	ERR4998601_000000006101	2387	2882	r	0	1	prodigal	v2.6.3
157	ERR4998601_000000006101	2907	4209	r	0	1	prodigal	v2.6.3
158	ERR4998601_000000006101	4315	4543	f	0	1	prodigal	v2.6.3
159	ERR4998601_000000006101	5330	5837	r	0	1	prodigal	v2.6.3
160	ERR4998601_000000006101	6391	6724	f	1	1	prodigal	v2.6.3
161	ERR4998601_000000006313	0	1614	f	1	1	prodigal	v2.6.3
162	ERR4998601_000000006313	1645	2236	r	1	1	prodigal	v2.6.3
163	ERR4998601_000000006496	2	362	r	1	1	prodigal	v2.6.3
164	ERR4998601_000000006496	480	1821	r	0	1	prodigal	v2.6.3
165	ERR4998601_000000006496	1960	2611	r	0	1	prodigal	v2.6.3
166	ERR4998601_000000006496	2607	4659	r	0	1	prodigal	v2.6.3
167	ERR4998601_000000006496	4658	5750	r	0	1	prodigal	v2.6.3
168	ERR4998601_000000006496	5997	6357	f	0	1	prodigal	v2.6.3
169	ERR4998601_000000006496	6458	7058	r	1	1	prodigal	v2.6.3
170	ERR4998601_000000006705	412	1690	f	0	1	prodigal	v2.6.3
171	ERR4998601_000000006705	1706	3020	f	1	1	prodigal	v2.6.3
172	ERR4998601_000000006982	340	616	f	0	1	prodigal	v2.6.3
173	ERR4998601_000000006982	608	857	f	0	1	prodigal	v2.6.3
174	ERR4998601_000000006982	1044	1728	f	0	1	prodigal	v2.6.3
175	ERR4998601_000000006982	1782	2292	f	0	1	prodigal	v2.6.3
176	ERR4998601_000000006982	2388	2772	f	0	1	prodigal	v2.6.3
177	ERR4998601_000000006982	2837	3221	r	1	1	prodigal	v2.6.3
178	ERR4998601_000000007171	0	243	r	1	1	prodigal	v2.6.3
179	ERR4998601_000000007171	239	1754	r	0	1	prodigal	v2.6.3
180	ERR4998601_000000007171	1948	2824	r	0	1	prodigal	v2.6.3
181	ERR4998601_000000007171	3070	3751	f	1	1	prodigal	v2.6.3
182	ERR4998601_000000007409	32	176	r	0	1	prodigal	v2.6.3
183	ERR4998601_000000007409	225	2436	f	0	1	prodigal	v2.6.3
184	ERR4998601_000000007409	2564	2729	r	1	1	prodigal	v2.6.3
185	ERR4998601_000000007656	0	609	f	1	1	prodigal	v2.6.3
186	ERR4998601_000000007656	771	1014	f	0	1	prodigal	v2.6.3
187	ERR4998601_000000007656	1248	1617	f	0	1	prodigal	v2.6.3
188	ERR4998601_000000007656	1728	3876	f	0	1	prodigal	v2.6.3
189	ERR4998601_000000007656	3977	5006	f	0	1	prodigal	v2.6.3
190	ERR4998601_000000007656	5071	5734	f	0	1	prodigal	v2.6.3
191	ERR4998601_000000007656	5834	6764	r	0	1	prodigal	v2.6.3
192	ERR4998601_000000007656	6937	7438	f	0	1	prodigal	v2.6.3
193	ERR4998601_000000007656	7441	7900	r	0	1	prodigal	v2.6.3
194	ERR4998601_000000007656	8090	8567	r	0	1	prodigal	v2.6.3
195	ERR4998601_000000007656	8707	9895	f	0	1	prodigal	v2.6.3
196	ERR4998601_000000007656	9956	10028	r	1	1	prodigal	v2.6.3
197	ERR4998601_000000007835	275	677	f	0	1	prodigal	v2.6.3
198	ERR4998601_000000007835	789	1059	f	0	1	prodigal	v2.6.3
199	ERR4998601_000000007835	1205	1865	r	0	1	prodigal	v2.6.3
200	ERR4998601_000000007835	1861	2041	r	1	1	prodigal	v2.6.3
201	ERR4998601_000000008083	466	844	f	0	1	prodigal	v2.6.3
202	ERR4998601_000000008083	868	1093	r	0	1	prodigal	v2.6.3
203	ERR4998601_000000008083	1092	1350	r	0	1	prodigal	v2.6.3
204	ERR4998601_000000008083	1483	3385	r	0	1	prodigal	v2.6.3
205	ERR4998601_000000008083	3697	4765	r	0	1	prodigal	v2.6.3
206	ERR4998601_000000008083	4803	6054	r	0	1	prodigal	v2.6.3
207	ERR4998601_000000008083	6055	8029	r	0	1	prodigal	v2.6.3
208	ERR4998601_000000008083	8326	8974	f	0	1	prodigal	v2.6.3
209	ERR4998601_000000008083	9071	9785	f	0	1	prodigal	v2.6.3
210	ERR4998601_000000008083	9890	10814	r	0	1	prodigal	v2.6.3
211	ERR4998601_000000008083	10810	12739	r	0	1	prodigal	v2.6.3
212	ERR4998601_000000008083	12877	14176	r	0	1	prodigal	v2.6.3
213	ERR4998601_000000008083	14233	16510	r	0	1	prodigal	v2.6.3
214	ERR4998601_000000008083	16749	18438	r	0	1	prodigal	v2.6.3
215	ERR4998601_000000008083	18463	19579	r	0	1	prodigal	v2.6.3
216	ERR4998601_000000008083	19575	20808	r	0	1	prodigal	v2.6.3
217	ERR4998601_000000008083	20804	21863	r	0	1	prodigal	v2.6.3
218	ERR4998601_000000008083	21859	24343	r	0	1	prodigal	v2.6.3
219	ERR4998601_000000008083	24419	24746	r	0	1	prodigal	v2.6.3
220	ERR4998601_000000008083	24764	26423	r	0	1	prodigal	v2.6.3
221	ERR4998601_000000008083	26751	28179	r	0	1	prodigal	v2.6.3
222	ERR4998601_000000008083	28425	28986	r	0	1	prodigal	v2.6.3
223	ERR4998601_000000008083	29023	29683	f	0	1	prodigal	v2.6.3
224	ERR4998601_000000008083	29954	30200	r	0	1	prodigal	v2.6.3
225	ERR4998601_000000008083	30244	32509	f	0	1	prodigal	v2.6.3
226	ERR4998601_000000008083	32619	33045	f	0	1	prodigal	v2.6.3
227	ERR4998601_000000008083	33041	33851	f	0	1	prodigal	v2.6.3
228	ERR4998601_000000008083	33847	34420	f	0	1	prodigal	v2.6.3
229	ERR4998601_000000008295	2	1664	r	1	1	prodigal	v2.6.3
230	ERR4998601_000000008480	1	1132	f	1	1	prodigal	v2.6.3
231	ERR4998601_000000008480	1604	2066	f	0	1	prodigal	v2.6.3
232	ERR4998601_000000008706	0	2118	r	1	1	prodigal	v2.6.3
233	ERR4998601_000000008881	93	501	r	0	1	prodigal	v2.6.3
234	ERR4998601_000000008881	656	1160	r	0	1	prodigal	v2.6.3
235	ERR4998601_000000008881	1197	1431	r	0	1	prodigal	v2.6.3
236	ERR4998601_000000008881	1432	1783	r	0	1	prodigal	v2.6.3
237	ERR4998601_000000008881	1937	3365	r	1	1	prodigal	v2.6.3
238	ERR4998601_000000009149	0	123	r	1	1	prodigal	v2.6.3
239	ERR4998601_000000009149	119	656	r	0	1	prodigal	v2.6.3
240	ERR4998601_000000009149	708	870	r	0	1	prodigal	v2.6.3
241	ERR4998601_000000009149	1153	1417	r	0	1	prodigal	v2.6.3
242	ERR4998601_000000009149	1643	2201	r	1	1	prodigal	v2.6.3
243	ERR4998601_000000009354	1	1078	r	1	1	prodigal	v2.6.3
244	ERR4998601_000000009354	1192	2044	f	0	1	prodigal	v2.6.3
245	ERR4998601_000000009354	1998	2112	r	1	1	prodigal	v2.6.3
246	ERR4998601_000000009561	445	1090	r	0	1	prodigal	v2.6.3
247	ERR4998601_000000009561	1439	2498	r	1	1	prodigal	v2.6.3
248	ERR4998601_000000009753	2	470	f	1	1	prodigal	v2.6.3
249	ERR4998601_000000009753	483	954	f	0	1	prodigal	v2.6.3
250	ERR4998601_000000009753	1028	1226	r	0	1	prodigal	v2.6.3
251	ERR4998601_000000009753	1334	1832	f	0	1	prodigal	v2.6.3
252	ERR4998601_000000009753	1848	2601	f	1	1	prodigal	v2.6.3
253	ERR4998601_000000010015	1	253	r	1	1	prodigal	v2.6.3
254	ERR4998601_000000010015	478	2026	r	1	1	prodigal	v2.6.3
255	ERR4998601_000000010267	0	432	r	1	1	prodigal	v2.6.3
256	ERR4998601_000000010267	664	1414	r	0	1	prodigal	v2.6.3
257	ERR4998601_000000010267	1569	3150	r	0	1	prodigal	v2.6.3
258	ERR4998601_000000010267	3505	3652	r	1	1	prodigal	v2.6.3
259	ERR4998601_000000010489	2	1517	r	1	1	prodigal	v2.6.3
260	ERR4998601_000000010489	2184	2577	f	0	1	prodigal	v2.6.3
261	ERR4998601_000000010688	52	1765	r	0	1	prodigal	v2.6.3
262	ERR4998601_000000010688	1925	2564	r	0	1	prodigal	v2.6.3
263	ERR4998601_000000010688	2553	2970	r	0	1	prodigal	v2.6.3
264	ERR4998601_000000010688	2971	4012	r	0	1	prodigal	v2.6.3
265	ERR4998601_000000010688	4025	5168	r	0	1	prodigal	v2.6.3
266	ERR4998601_000000010933	1	838	f	1	1	prodigal	v2.6.3
267	ERR4998601_000000010933	969	1431	f	0	1	prodigal	v2.6.3
268	ERR4998601_000000010933	1615	2149	r	1	1	prodigal	v2.6.3
269	ERR4998601_000000011106	79	1834	r	0	1	prodigal	v2.6.3
270	ERR4998601_000000011106	1836	2685	r	0	1	prodigal	v2.6.3
271	ERR4998601_000000011106	2681	3563	r	0	1	prodigal	v2.6.3
272	ERR4998601_000000011106	3636	4773	r	1	1	prodigal	v2.6.3
273	ERR4998601_000000011337	1	139	f	1	1	prodigal	v2.6.3
274	ERR4998601_000000011337	604	1498	f	0	1	prodigal	v2.6.3
275	ERR4998601_000000011337	1905	2274	r	0	1	prodigal	v2.6.3
276	ERR4998601_000000011572	2	353	f	1	1	prodigal	v2.6.3
277	ERR4998601_000000011572	421	1366	f	0	1	prodigal	v2.6.3
278	ERR4998601_000000011572	1824	2277	r	1	1	prodigal	v2.6.3
279	ERR4998601_000000011835	407	1934	r	0	1	prodigal	v2.6.3
280	ERR4998601_000000012059	0	834	f	1	1	prodigal	v2.6.3
281	ERR4998601_000000012059	839	2693	f	1	1	prodigal	v2.6.3
282	ERR4998601_000000012291	66	936	f	0	1	prodigal	v2.6.3
283	ERR4998601_000000012291	1020	3405	f	0	1	prodigal	v2.6.3
284	ERR4998601_000000012291	3445	3943	f	0	1	prodigal	v2.6.3
285	ERR4998601_000000012291	3967	5161	r	0	1	prodigal	v2.6.3
286	ERR4998601_000000012291	5258	5591	r	0	1	prodigal	v2.6.3
287	ERR4998601_000000012291	5587	6370	r	0	1	prodigal	v2.6.3
288	ERR4998601_000000012291	6594	6732	f	1	1	prodigal	v2.6.3
289	ERR4998601_000000012512	1	415	f	1	1	prodigal	v2.6.3
290	ERR4998601_000000012512	528	1233	f	0	1	prodigal	v2.6.3
291	ERR4998601_000000012512	1235	2072	f	1	1	prodigal	v2.6.3
292	ERR4998601_000000012721	1	1099	f	1	1	prodigal	v2.6.3
293	ERR4998601_000000012721	1154	1382	f	0	1	prodigal	v2.6.3
294	ERR4998601_000000012721	1398	2076	f	1	1	prodigal	v2.6.3
295	ERR4998601_000000012957	0	117	f	1	1	prodigal	v2.6.3
296	ERR4998601_000000012957	216	477	f	0	1	prodigal	v2.6.3
297	ERR4998601_000000012957	476	1298	f	0	1	prodigal	v2.6.3
298	ERR4998601_000000012957	1398	2556	f	0	1	prodigal	v2.6.3
299	ERR4998601_000000013202	1	331	f	1	1	prodigal	v2.6.3
300	ERR4998601_000000013202	327	1029	f	0	1	prodigal	v2.6.3
301	ERR4998601_000000013202	2013	4065	f	0	1	prodigal	v2.6.3
302	ERR4998601_000000013404	1	175	f	1	1	prodigal	v2.6.3
303	ERR4998601_000000013404	227	1079	r	0	1	prodigal	v2.6.3
304	ERR4998601_000000013404	1100	1382	r	0	1	prodigal	v2.6.3
305	ERR4998601_000000013404	1551	2673	r	0	1	prodigal	v2.6.3
306	ERR4998601_000000013404	2685	2862	r	1	1	prodigal	v2.6.3
307	ERR4998601_000000013689	0	321	f	1	1	prodigal	v2.6.3
308	ERR4998601_000000013689	415	1750	r	0	1	prodigal	v2.6.3
309	ERR4998601_000000013689	1966	2677	r	0	1	prodigal	v2.6.3
310	ERR4998601_000000013892	1	100	r	1	1	prodigal	v2.6.3
311	ERR4998601_000000013892	264	1347	r	0	1	prodigal	v2.6.3
312	ERR4998601_000000013892	1513	2017	f	0	1	prodigal	v2.6.3
313	ERR4998601_000000013892	2013	2421	r	1	1	prodigal	v2.6.3
314	ERR4998601_000000014123	1	1150	f	1	1	prodigal	v2.6.3
315	ERR4998601_000000014123	1151	2009	f	1	1	prodigal	v2.6.3
316	ERR4998601_000000014344	2	854	r	1	1	prodigal	v2.6.3
317	ERR4998601_000000014344	850	1867	r	0	1	prodigal	v2.6.3
318	ERR4998601_000000014344	1974	2952	r	0	1	prodigal	v2.6.3
319	ERR4998601_000000014344	3081	3471	r	1	1	prodigal	v2.6.3
320	ERR4998601_000000014568	2	1073	r	1	1	prodigal	v2.6.3
321	ERR4998601_000000014568	1319	2279	r	1	1	prodigal	v2.6.3
322	ERR4998601_000000014755	1	373	r	1	1	prodigal	v2.6.3
323	ERR4998601_000000014755	382	865	r	0	1	prodigal	v2.6.3
324	ERR4998601_000000014755	931	1189	f	0	1	prodigal	v2.6.3
325	ERR4998601_000000014755	1117	1750	r	0	1	prodigal	v2.6.3
326	ERR4998601_000000014755	1928	2177	f	1	1	prodigal	v2.6.3
327	ERR4998601_000000014958	0	2568	r	1	1	prodigal	v2.6.3
328	ERR4998601_000000015182	0	933	f	1	1	prodigal	v2.6.3
329	ERR4998601_000000015182	929	1718	f	0	1	prodigal	v2.6.3
330	ERR4998601_000000015182	1714	2146	f	0	1	prodigal	v2.6.3
331	ERR4998601_000000015182	2142	2610	f	1	1	prodigal	v2.6.3
332	ERR4998601_000000015393	272	614	r	0	1	prodigal	v2.6.3
333	ERR4998601_000000015393	764	1679	f	0	1	prodigal	v2.6.3
334	ERR4998601_000000015393	1689	2577	f	0	1	prodigal	v2.6.3
335	ERR4998601_000000015393	2656	2926	f	0	1	prodigal	v2.6.3
336	ERR4998601_000000015393	3156	4152	r	0	1	prodigal	v2.6.3
337	ERR4998601_000000015393	4232	4862	r	0	1	prodigal	v2.6.3
338	ERR4998601_000000015393	4908	6009	r	0	1	prodigal	v2.6.3
339	ERR4998601_000000015393	6124	6652	r	0	1	prodigal	v2.6.3
340	ERR4998601_000000015393	6846	7413	f	1	1	prodigal	v2.6.3
341	ERR4998601_000000015621	0	399	r	1	1	prodigal	v2.6.3
342	ERR4998601_000000015621	473	1184	r	0	1	prodigal	v2.6.3
343	ERR4998601_000000015621	1196	1727	r	0	1	prodigal	v2.6.3
344	ERR4998601_000000015621	1743	2205	r	0	1	prodigal	v2.6.3
345	ERR4998601_000000015784	2	1181	r	1	1	prodigal	v2.6.3
346	ERR4998601_000000015784	1752	3225	f	0	1	prodigal	v2.6.3
347	ERR4998601_000000015784	3304	3544	f	1	1	prodigal	v2.6.3
348	ERR4998601_000000015985	2	1013	r	1	1	prodigal	v2.6.3
349	ERR4998601_000000015985	1245	3072	f	0	1	prodigal	v2.6.3
350	ERR4998601_000000015985	3185	4349	f	0	1	prodigal	v2.6.3
351	ERR4998601_000000015985	4556	5120	f	0	1	prodigal	v2.6.3
352	ERR4998601_000000015985	5164	5311	r	0	1	prodigal	v2.6.3
353	ERR4998601_000000016211	1	568	f	1	1	prodigal	v2.6.3
354	ERR4998601_000000016211	617	1697	r	0	1	prodigal	v2.6.3
355	ERR4998601_000000016453	0	1329	r	1	1	prodigal	v2.6.3
356	ERR4998601_000000016453	1512	2925	f	0	1	prodigal	v2.6.3
357	ERR4998601_000000016453	3358	5302	r	0	1	prodigal	v2.6.3
358	ERR4998601_000000016659	1	973	r	1	1	prodigal	v2.6.3
359	ERR4998601_000000016659	969	2076	r	0	1	prodigal	v2.6.3
360	ERR4998601_000000016659	2115	3036	r	0	1	prodigal	v2.6.3
361	ERR4998601_000000016659	3141	4815	f	0	1	prodigal	v2.6.3
362	ERR4998601_000000016659	4811	5975	f	1	1	prodigal	v2.6.3
363	ERR4998601_000000016858	0	489	r	1	1	prodigal	v2.6.3
364	ERR4998601_000000016858	635	1532	r	0	1	prodigal	v2.6.3
365	ERR4998601_000000016858	1528	2629	r	1	1	prodigal	v2.6.3
366	ERR4998601_000000017110	1	190	f	1	1	prodigal	v2.6.3
367	ERR4998601_000000017110	151	1552	r	0	1	prodigal	v2.6.3
368	ERR4998601_000000017110	1629	2106	f	1	1	prodigal	v2.6.3
369	ERR4998601_000000017361	0	177	r	1	1	prodigal	v2.6.3
370	ERR4998601_000000017361	398	1289	r	0	1	prodigal	v2.6.3
371	ERR4998601_000000017361	1611	2169	r	0	1	prodigal	v2.6.3
