gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
147	ERR4998600_000000004067	4269	5064	r	0	1	prodigal	v2.6.3
148	ERR4998600_000000004067	5086	7033	r	0	1	prodigal	v2.6.3
149	ERR4998600_000000004067	7043	7637	r	0	1	prodigal	v2.6.3
150	ERR4998600_000000004067	7970	8504	f	0	1	prodigal	v2.6.3
151	ERR4998600_000000004067	8536	8794	f	0	1	prodigal	v2.6.3
152	ERR4998600_000000004067	8988	10263	f	0	1	prodigal	v2.6.3
153	ERR4998600_000000004067	10337	10598	f	1	1	prodigal	v2.6.3
154	ERR4998600_000000004218	0	534	f	1	1	prodigal	v2.6.3
155	ERR4998600_000000004218	526	994	f	0	1	prodigal	v2.6.3
156	ERR4998600_000000004218	983	1400	f	0	1	prodigal	v2.6.3
157	ERR4998600_000000004218	1563	3501	f	1	1	prodigal	v2.6.3
158	ERR4998600_000000004337	1	1177	f	1	1	prodigal	v2.6.3
159	ERR4998600_000000004337	1200	1902	f	0	1	prodigal	v2.6.3
160	ERR4998600_000000004337	2149	2428	r	1	1	prodigal	v2.6.3
161	ERR4998600_000000004481	620	3563	f	0	1	prodigal	v2.6.3
162	ERR4998600_000000004611	0	522	f	1	1	prodigal	v2.6.3
163	ERR4998600_000000004611	690	1629	f	0	1	prodigal	v2.6.3
164	ERR4998600_000000004611	1669	3031	f	0	1	prodigal	v2.6.3
165	ERR4998600_000000004611	3020	4325	f	1	1	prodigal	v2.6.3
166	ERR4998600_000000004744	1	226	f	1	1	prodigal	v2.6.3
167	ERR4998600_000000004744	226	1348	f	0	1	prodigal	v2.6.3
168	ERR4998600_000000004744	1354	2668	f	0	1	prodigal	v2.6.3
169	ERR4998600_000000004744	2690	2831	r	0	1	prodigal	v2.6.3
170	ERR4998600_000000004744	3483	4701	f	0	1	prodigal	v2.6.3
171	ERR4998600_000000004744	4794	5082	r	0	1	prodigal	v2.6.3
172	ERR4998600_000000004744	5083	5290	r	0	1	prodigal	v2.6.3
173	ERR4998600_000000004744	5359	5854	r	0	1	prodigal	v2.6.3
174	ERR4998600_000000004744	5928	6891	r	0	1	prodigal	v2.6.3
175	ERR4998600_000000004744	6894	8274	r	0	1	prodigal	v2.6.3
176	ERR4998600_000000004744	8595	9192	r	1	1	prodigal	v2.6.3
177	ERR4998600_000000004861	1	1435	f	1	1	prodigal	v2.6.3
178	ERR4998600_000000004861	1553	2501	f	1	1	prodigal	v2.6.3
179	ERR4998600_000000004983	2	113	f	1	1	prodigal	v2.6.3
180	ERR4998600_000000004983	109	1852	f	0	1	prodigal	v2.6.3
181	ERR4998600_000000004983	1848	2097	f	0	1	prodigal	v2.6.3
182	ERR4998600_000000004983	2093	2255	f	1	1	prodigal	v2.6.3
183	ERR4998600_000000005117	1	625	f	1	1	prodigal	v2.6.3
184	ERR4998600_000000005117	605	1937	f	0	1	prodigal	v2.6.3
185	ERR4998600_000000005117	1933	2296	f	0	1	prodigal	v2.6.3
186	ERR4998600_000000005117	2318	2909	f	0	1	prodigal	v2.6.3
187	ERR4998600_000000005117	3082	3598	f	0	1	prodigal	v2.6.3
188	ERR4998600_000000005117	3616	3964	f	0	1	prodigal	v2.6.3
189	ERR4998600_000000005233	1	442	r	1	1	prodigal	v2.6.3
190	ERR4998600_000000005233	473	923	r	0	1	prodigal	v2.6.3
191	ERR4998600_000000005233	937	1462	r	0	1	prodigal	v2.6.3
192	ERR4998600_000000005233	1471	1870	r	0	1	prodigal	v2.6.3
193	ERR4998600_000000005365	0	1182	r	1	1	prodigal	v2.6.3
194	ERR4998600_000000005365	1428	1749	r	0	1	prodigal	v2.6.3
195	ERR4998600_000000005365	2281	2581	f	0	1	prodigal	v2.6.3
196	ERR4998600_000000005365	2550	3120	f	1	1	prodigal	v2.6.3
197	ERR4998600_000000005505	1	202	r	1	1	prodigal	v2.6.3
198	ERR4998600_000000005505	198	531	r	0	1	prodigal	v2.6.3
199	ERR4998600_000000005505	603	1449	r	0	1	prodigal	v2.6.3
200	ERR4998600_000000005505	1453	2620	r	1	1	prodigal	v2.6.3
201	ERR4998600_000000005625	2	989	r	1	1	prodigal	v2.6.3
202	ERR4998600_000000005625	985	1282	r	0	1	prodigal	v2.6.3
203	ERR4998600_000000005625	1278	2070	r	1	1	prodigal	v2.6.3
204	ERR4998600_000000005768	1	373	r	1	1	prodigal	v2.6.3
205	ERR4998600_000000005768	369	3084	r	0	1	prodigal	v2.6.3
206	ERR4998600_000000005768	3085	3424	r	1	1	prodigal	v2.6.3
207	ERR4998600_000000005900	2	383	r	1	1	prodigal	v2.6.3
208	ERR4998600_000000005900	390	1347	r	0	1	prodigal	v2.6.3
209	ERR4998600_000000005900	1899	2571	f	0	1	prodigal	v2.6.3
210	ERR4998600_000000005900	2558	3170	f	1	1	prodigal	v2.6.3
211	ERR4998600_000000006018	1	256	f	1	1	prodigal	v2.6.3
212	ERR4998600_000000006018	261	1368	f	0	1	prodigal	v2.6.3
213	ERR4998600_000000006018	1470	2430	f	0	1	prodigal	v2.6.3
214	ERR4998600_000000006018	2483	3986	f	0	1	prodigal	v2.6.3
215	ERR4998600_000000006018	3989	4112	f	1	1	prodigal	v2.6.3
216	ERR4998600_000000006112	2	122	f	1	1	prodigal	v2.6.3
217	ERR4998600_000000006112	140	1409	f	0	1	prodigal	v2.6.3
218	ERR4998600_000000006112	1499	2174	f	0	1	prodigal	v2.6.3
219	ERR4998600_000000006112	2336	3194	f	1	1	prodigal	v2.6.3
220	ERR4998600_000000006249	1	766	r	1	1	prodigal	v2.6.3
221	ERR4998600_000000006249	762	1761	r	0	1	prodigal	v2.6.3
222	ERR4998600_000000006397	1	133	f	1	1	prodigal	v2.6.3
223	ERR4998600_000000006397	254	1142	f	0	1	prodigal	v2.6.3
224	ERR4998600_000000006397	1179	2010	f	0	1	prodigal	v2.6.3
225	ERR4998600_000000006397	2141	2579	f	1	1	prodigal	v2.6.3
226	ERR4998600_000000006501	1	259	f	1	1	prodigal	v2.6.3
227	ERR4998600_000000006501	477	1158	f	0	1	prodigal	v2.6.3
228	ERR4998600_000000006501	1200	1632	r	0	1	prodigal	v2.6.3
229	ERR4998600_000000006501	1781	2333	r	0	1	prodigal	v2.6.3
230	ERR4998600_000000006501	2506	3022	r	1	1	prodigal	v2.6.3
231	ERR4998600_000000006640	2	1439	r	1	1	prodigal	v2.6.3
232	ERR4998600_000000006640	1532	2933	f	0	1	prodigal	v2.6.3
233	ERR4998600_000000006785	0	78	r	1	1	prodigal	v2.6.3
234	ERR4998600_000000006785	89	1262	r	0	1	prodigal	v2.6.3
235	ERR4998600_000000006785	1343	2309	f	1	1	prodigal	v2.6.3
236	ERR4998600_000000006890	345	3168	r	1	1	prodigal	v2.6.3
237	ERR4998600_000000007039	1	2065	f	1	1	prodigal	v2.6.3
238	ERR4998600_000000007039	2120	3242	f	0	1	prodigal	v2.6.3
239	ERR4998600_000000007039	3666	3801	f	1	1	prodigal	v2.6.3
240	ERR4998600_000000007124	2	212	f	1	1	prodigal	v2.6.3
241	ERR4998600_000000007124	360	645	f	0	1	prodigal	v2.6.3
242	ERR4998600_000000007124	726	1323	r	0	1	prodigal	v2.6.3
243	ERR4998600_000000007124	1326	1569	r	0	1	prodigal	v2.6.3
244	ERR4998600_000000007124	1596	1893	r	0	1	prodigal	v2.6.3
245	ERR4998600_000000007124	1889	2171	r	0	1	prodigal	v2.6.3
246	ERR4998600_000000007124	2276	3458	r	0	1	prodigal	v2.6.3
247	ERR4998600_000000007124	3626	3968	r	0	1	prodigal	v2.6.3
248	ERR4998600_000000007124	3964	4201	r	0	1	prodigal	v2.6.3
249	ERR4998600_000000007124	4260	4626	r	0	1	prodigal	v2.6.3
250	ERR4998600_000000007124	4618	4846	r	1	1	prodigal	v2.6.3
251	ERR4998600_000000007260	0	69	f	1	1	prodigal	v2.6.3
252	ERR4998600_000000007260	65	1037	f	0	1	prodigal	v2.6.3
253	ERR4998600_000000007260	1318	2002	f	0	1	prodigal	v2.6.3
254	ERR4998600_000000007260	2020	2824	r	0	1	prodigal	v2.6.3
255	ERR4998600_000000007260	2820	3777	r	0	1	prodigal	v2.6.3
256	ERR4998600_000000007260	3773	4271	r	0	1	prodigal	v2.6.3
257	ERR4998600_000000007400	2	308	f	1	1	prodigal	v2.6.3
258	ERR4998600_000000007400	323	1523	f	0	1	prodigal	v2.6.3
259	ERR4998600_000000007400	1532	1913	f	0	1	prodigal	v2.6.3
260	ERR4998600_000000007400	1956	2469	f	1	1	prodigal	v2.6.3
261	ERR4998600_000000007545	0	2016	f	1	1	prodigal	v2.6.3
262	ERR4998600_000000007545	2028	2562	f	0	1	prodigal	v2.6.3
263	ERR4998600_000000007545	2558	2870	f	0	1	prodigal	v2.6.3
264	ERR4998600_000000007545	2895	3561	f	1	1	prodigal	v2.6.3
265	ERR4998600_000000007672	2	461	r	1	1	prodigal	v2.6.3
266	ERR4998600_000000007672	1321	1597	f	0	1	prodigal	v2.6.3
267	ERR4998600_000000007672	1596	1863	f	0	1	prodigal	v2.6.3
268	ERR4998600_000000007672	1866	4272	f	0	1	prodigal	v2.6.3
269	ERR4998600_000000007672	4273	4732	f	1	1	prodigal	v2.6.3
270	ERR4998600_000000007775	653	839	r	0	1	prodigal	v2.6.3
271	ERR4998600_000000007775	835	1465	r	0	1	prodigal	v2.6.3
272	ERR4998600_000000007775	1484	1859	r	0	1	prodigal	v2.6.3
273	ERR4998600_000000007775	1900	2395	r	1	1	prodigal	v2.6.3
274	ERR4998600_000000007892	2	2120	r	1	1	prodigal	v2.6.3
275	ERR4998600_000000007892	2119	5833	r	0	1	prodigal	v2.6.3
276	ERR4998600_000000007892	5870	6416	r	0	1	prodigal	v2.6.3
277	ERR4998600_000000007892	6405	7209	r	0	1	prodigal	v2.6.3
278	ERR4998600_000000008027	1	868	f	1	1	prodigal	v2.6.3
279	ERR4998600_000000008027	896	1901	f	0	1	prodigal	v2.6.3
280	ERR4998600_000000008027	1897	2227	f	1	1	prodigal	v2.6.3
281	ERR4998600_000000008152	0	507	f	1	1	prodigal	v2.6.3
282	ERR4998600_000000008152	714	1695	f	0	1	prodigal	v2.6.3
283	ERR4998600_000000008152	2329	2716	f	0	1	prodigal	v2.6.3
284	ERR4998600_000000008152	2694	2889	r	0	1	prodigal	v2.6.3
285	ERR4998600_000000008152	3039	4446	r	0	1	prodigal	v2.6.3
286	ERR4998600_000000008152	4941	7680	f	0	1	prodigal	v2.6.3
287	ERR4998600_000000008152	7902	8175	f	0	1	prodigal	v2.6.3
288	ERR4998600_000000008152	8236	8950	f	0	1	prodigal	v2.6.3
289	ERR4998600_000000008152	9079	9796	f	0	1	prodigal	v2.6.3
290	ERR4998600_000000008152	9868	10954	f	0	1	prodigal	v2.6.3
291	ERR4998600_000000008152	11284	11872	f	0	1	prodigal	v2.6.3
292	ERR4998600_000000008152	11890	12445	f	0	1	prodigal	v2.6.3
293	ERR4998600_000000008152	12885	13230	r	0	1	prodigal	v2.6.3
294	ERR4998600_000000008152	13691	15608	r	0	1	prodigal	v2.6.3
295	ERR4998600_000000008152	16343	17660	r	0	1	prodigal	v2.6.3
296	ERR4998600_000000008152	17661	18525	r	0	1	prodigal	v2.6.3
297	ERR4998600_000000008152	18756	19569	f	0	1	prodigal	v2.6.3
298	ERR4998600_000000008152	19782	20259	f	0	1	prodigal	v2.6.3
299	ERR4998600_000000008152	20585	22376	r	0	1	prodigal	v2.6.3
300	ERR4998600_000000008152	22392	25464	r	0	1	prodigal	v2.6.3
301	ERR4998600_000000008152	25749	27231	r	0	1	prodigal	v2.6.3
302	ERR4998600_000000008152	28063	28651	r	0	1	prodigal	v2.6.3
303	ERR4998600_000000008152	28765	29584	f	0	1	prodigal	v2.6.3
304	ERR4998600_000000008152	29632	32083	f	0	1	prodigal	v2.6.3
305	ERR4998600_000000008152	32214	34653	f	0	1	prodigal	v2.6.3
306	ERR4998600_000000008152	34732	35704	r	0	1	prodigal	v2.6.3
307	ERR4998600_000000008152	35700	36900	r	0	1	prodigal	v2.6.3
308	ERR4998600_000000008152	36917	37922	r	0	1	prodigal	v2.6.3
309	ERR4998600_000000008152	37928	39815	r	0	1	prodigal	v2.6.3
310	ERR4998600_000000008152	39816	41241	r	0	1	prodigal	v2.6.3
311	ERR4998600_000000008152	41246	42245	r	0	1	prodigal	v2.6.3
312	ERR4998600_000000008152	42326	42722	r	0	1	prodigal	v2.6.3
313	ERR4998600_000000008152	42767	43451	r	0	1	prodigal	v2.6.3
314	ERR4998600_000000008152	43676	44033	f	0	1	prodigal	v2.6.3
315	ERR4998600_000000008152	44133	45375	f	0	1	prodigal	v2.6.3
316	ERR4998600_000000008152	45391	45904	f	0	1	prodigal	v2.6.3
317	ERR4998600_000000008152	45900	46209	f	0	1	prodigal	v2.6.3
318	ERR4998600_000000008152	46224	48405	f	0	1	prodigal	v2.6.3
319	ERR4998600_000000008152	48451	50014	f	0	1	prodigal	v2.6.3
320	ERR4998600_000000008152	50075	51548	f	0	1	prodigal	v2.6.3
321	ERR4998600_000000008152	51548	53012	f	0	1	prodigal	v2.6.3
322	ERR4998600_000000008152	53089	53404	f	0	1	prodigal	v2.6.3
323	ERR4998600_000000008152	53396	54449	f	0	1	prodigal	v2.6.3
324	ERR4998600_000000008152	54485	54728	f	0	1	prodigal	v2.6.3
325	ERR4998600_000000008152	54750	55488	f	0	1	prodigal	v2.6.3
326	ERR4998600_000000008152	55612	57169	f	0	1	prodigal	v2.6.3
327	ERR4998600_000000008152	57332	58418	r	0	1	prodigal	v2.6.3
328	ERR4998600_000000008152	58431	59454	r	0	1	prodigal	v2.6.3
329	ERR4998600_000000008152	59478	60372	r	0	1	prodigal	v2.6.3
330	ERR4998600_000000008152	60374	62594	r	0	1	prodigal	v2.6.3
331	ERR4998600_000000008152	62801	63068	r	0	1	prodigal	v2.6.3
332	ERR4998600_000000008152	63711	64515	r	0	1	prodigal	v2.6.3
333	ERR4998600_000000008152	64908	66342	r	0	1	prodigal	v2.6.3
334	ERR4998600_000000008152	66338	66917	r	0	1	prodigal	v2.6.3
335	ERR4998600_000000008152	66919	67228	r	0	1	prodigal	v2.6.3
336	ERR4998600_000000008152	67235	67451	r	0	1	prodigal	v2.6.3
337	ERR4998600_000000008152	67523	70163	f	0	1	prodigal	v2.6.3
338	ERR4998600_000000008152	70134	70635	f	0	1	prodigal	v2.6.3
339	ERR4998600_000000008152	70631	71435	f	0	1	prodigal	v2.6.3
340	ERR4998600_000000008152	71441	73175	f	0	1	prodigal	v2.6.3
341	ERR4998600_000000008152	73205	74300	f	0	1	prodigal	v2.6.3
342	ERR4998600_000000008152	74360	75980	f	0	1	prodigal	v2.6.3
343	ERR4998600_000000008152	75992	76484	f	0	1	prodigal	v2.6.3
344	ERR4998600_000000008152	76587	77859	f	0	1	prodigal	v2.6.3
345	ERR4998600_000000008152	77859	79275	f	0	1	prodigal	v2.6.3
346	ERR4998600_000000008152	79425	80421	r	0	1	prodigal	v2.6.3
347	ERR4998600_000000008152	80485	81079	r	0	1	prodigal	v2.6.3
348	ERR4998600_000000008152	81117	83058	r	0	1	prodigal	v2.6.3
349	ERR4998600_000000008152	83093	83225	f	0	1	prodigal	v2.6.3
350	ERR4998600_000000008152	83221	83674	r	0	1	prodigal	v2.6.3
351	ERR4998600_000000008152	83757	87024	r	0	1	prodigal	v2.6.3
352	ERR4998600_000000008152	87135	89526	r	0	1	prodigal	v2.6.3
353	ERR4998600_000000008152	89892	90846	f	0	1	prodigal	v2.6.3
354	ERR4998600_000000008152	90905	91646	f	0	1	prodigal	v2.6.3
355	ERR4998600_000000008152	91645	93220	f	0	1	prodigal	v2.6.3
356	ERR4998600_000000008152	93226	93850	f	0	1	prodigal	v2.6.3
357	ERR4998600_000000008152	93967	95191	f	0	1	prodigal	v2.6.3
358	ERR4998600_000000008152	95314	99244	r	0	1	prodigal	v2.6.3
359	ERR4998600_000000008152	99343	100591	f	0	1	prodigal	v2.6.3
360	ERR4998600_000000008152	100577	102092	f	0	1	prodigal	v2.6.3
361	ERR4998600_000000008152	102349	103588	r	0	1	prodigal	v2.6.3
362	ERR4998600_000000008152	103584	104820	r	0	1	prodigal	v2.6.3
363	ERR4998600_000000008152	104885	106424	r	0	1	prodigal	v2.6.3
364	ERR4998600_000000008152	106430	107639	r	0	1	prodigal	v2.6.3
365	ERR4998600_000000008152	107653	108343	r	0	1	prodigal	v2.6.3
366	ERR4998600_000000008152	108368	109484	r	0	1	prodigal	v2.6.3
367	ERR4998600_000000008152	110190	111264	f	0	1	prodigal	v2.6.3
368	ERR4998600_000000008152	111319	111538	f	0	1	prodigal	v2.6.3
369	ERR4998600_000000008152	112168	113290	f	0	1	prodigal	v2.6.3
370	ERR4998600_000000008152	113313	114567	f	0	1	prodigal	v2.6.3
