gene_callers_id	contig	start	stop	direction	partial	call_type	source	version
79	ERR1713356_000000002004	171	963	r	0	1	prodigal	v2.6.3
80	ERR1713356_000000002004	1242	1506	r	0	1	prodigal	v2.6.3
81	ERR1713356_000000002004	1564	2104	r	1	1	prodigal	v2.6.3
82	ERR1713356_000000002158	0	1197	f	1	1	prodigal	v2.6.3
83	ERR1713356_000000002158	1189	2032	f	1	1	prodigal	v2.6.3
84	ERR1713356_000000002332	2	1001	f	1	1	prodigal	v2.6.3
85	ERR1713356_000000002332	1076	1493	f	0	1	prodigal	v2.6.3
86	ERR1713356_000000002332	1614	2139	r	0	1	prodigal	v2.6.3
87	ERR1713356_000000002332	2141	3044	r	0	1	prodigal	v2.6.3
88	ERR1713356_000000002332	3057	3651	r	0	1	prodigal	v2.6.3
89	ERR1713356_000000002332	3811	4234	f	0	1	prodigal	v2.6.3
90	ERR1713356_000000002332	4286	5345	f	0	1	prodigal	v2.6.3
91	ERR1713356_000000002332	5337	5868	f	0	1	prodigal	v2.6.3
92	ERR1713356_000000002332	5968	6781	r	0	1	prodigal	v2.6.3
93	ERR1713356_000000002332	7683	7842	f	1	1	prodigal	v2.6.3
94	ERR1713356_000000002445	0	924	r	1	1	prodigal	v2.6.3
95	ERR1713356_000000002445	920	1835	r	0	1	prodigal	v2.6.3
96	ERR1713356_000000002445	1871	2630	r	1	1	prodigal	v2.6.3
97	ERR1713356_000000002556	0	399	r	1	1	prodigal	v2.6.3
98	ERR1713356_000000002556	612	1362	f	0	1	prodigal	v2.6.3
99	ERR1713356_000000002556	1646	2243	f	0	1	prodigal	v2.6.3
100	ERR1713356_000000002556	2302	2578	f	0	1	prodigal	v2.6.3
101	ERR1713356_000000002556	2599	2959	f	1	1	prodigal	v2.6.3
102	ERR1713356_000000002681	0	588	r	1	1	prodigal	v2.6.3
103	ERR1713356_000000002681	678	3954	r	1	1	prodigal	v2.6.3
104	ERR1713356_000000002809	89	1028	r	0	1	prodigal	v2.6.3
105	ERR1713356_000000002809	1271	2636	r	0	1	prodigal	v2.6.3
106	ERR1713356_000000002809	2884	4030	r	0	1	prodigal	v2.6.3
107	ERR1713356_000000002809	4120	6067	r	0	1	prodigal	v2.6.3
108	ERR1713356_000000002809	6149	6701	r	0	1	prodigal	v2.6.3
109	ERR1713356_000000002809	6952	7210	f	1	1	prodigal	v2.6.3
110	ERR1713356_000000002952	2	1157	f	1	1	prodigal	v2.6.3
111	ERR1713356_000000002952	1382	2729	r	0	1	prodigal	v2.6.3
112	ERR1713356_000000003062	125	1463	f	0	1	prodigal	v2.6.3
113	ERR1713356_000000003062	1603	2275	f	1	1	prodigal	v2.6.3
114	ERR1713356_000000003173	1	526	f	1	1	prodigal	v2.6.3
115	ERR1713356_000000003173	553	1330	f	0	1	prodigal	v2.6.3
116	ERR1713356_000000003173	1456	2374	f	0	1	prodigal	v2.6.3
117	ERR1713356_000000003173	2449	3226	f	0	1	prodigal	v2.6.3
118	ERR1713356_000000003173	3381	3804	f	0	1	prodigal	v2.6.3
119	ERR1713356_000000003173	3914	4649	f	1	1	prodigal	v2.6.3
120	ERR1713356_000000003282	2	947	r	1	1	prodigal	v2.6.3
121	ERR1713356_000000003282	1067	1412	f	0	1	prodigal	v2.6.3
122	ERR1713356_000000003282	1392	2049	r	1	1	prodigal	v2.6.3
123	ERR1713356_000000003413	158	428	f	0	1	prodigal	v2.6.3
124	ERR1713356_000000003413	420	678	f	0	1	prodigal	v2.6.3
125	ERR1713356_000000003413	969	2481	f	0	1	prodigal	v2.6.3
126	ERR1713356_000000003413	2968	3154	f	1	1	prodigal	v2.6.3
127	ERR1713356_000000003519	2	152	f	1	1	prodigal	v2.6.3
128	ERR1713356_000000003519	180	921	f	0	1	prodigal	v2.6.3
129	ERR1713356_000000003519	1285	1720	f	0	1	prodigal	v2.6.3
130	ERR1713356_000000003519	1810	2290	f	0	1	prodigal	v2.6.3
131	ERR1713356_000000003519	2724	2949	f	0	1	prodigal	v2.6.3
132	ERR1713356_000000003519	2945	4481	f	0	1	prodigal	v2.6.3
133	ERR1713356_000000003519	4508	5645	f	0	1	prodigal	v2.6.3
134	ERR1713356_000000003519	5698	5815	f	0	1	prodigal	v2.6.3
135	ERR1713356_000000003519	5816	6548	f	0	1	prodigal	v2.6.3
136	ERR1713356_000000003519	6614	7034	f	0	1	prodigal	v2.6.3
137	ERR1713356_000000003519	7207	7948	f	0	1	prodigal	v2.6.3
138	ERR1713356_000000003519	8055	8247	f	0	1	prodigal	v2.6.3
139	ERR1713356_000000003519	8279	8675	f	0	1	prodigal	v2.6.3
140	ERR1713356_000000003519	8688	9654	f	0	1	prodigal	v2.6.3
141	ERR1713356_000000003519	9702	10377	f	0	1	prodigal	v2.6.3
142	ERR1713356_000000003519	10390	11050	f	0	1	prodigal	v2.6.3
143	ERR1713356_000000003519	11064	11580	f	0	1	prodigal	v2.6.3
144	ERR1713356_000000003519	11756	12404	f	0	1	prodigal	v2.6.3
145	ERR1713356_000000003519	12422	12809	f	0	1	prodigal	v2.6.3
146	ERR1713356_000000003519	12805	13291	f	0	1	prodigal	v2.6.3
147	ERR1713356_000000003519	13299	13884	f	1	1	prodigal	v2.6.3
148	ERR1713356_000000003620	30	513	r	0	1	prodigal	v2.6.3
149	ERR1713356_000000003620	523	859	r	0	1	prodigal	v2.6.3
150	ERR1713356_000000003620	1037	1394	f	0	1	prodigal	v2.6.3
151	ERR1713356_000000003620	1416	2241	r	0	1	prodigal	v2.6.3
152	ERR1713356_000000003620	2299	2920	r	0	1	prodigal	v2.6.3
153	ERR1713356_000000003620	3047	4013	r	0	1	prodigal	v2.6.3
154	ERR1713356_000000003620	4097	4430	r	1	1	prodigal	v2.6.3
155	ERR1713356_000000003722	2	278	r	1	1	prodigal	v2.6.3
156	ERR1713356_000000003722	270	945	r	0	1	prodigal	v2.6.3
157	ERR1713356_000000003722	968	3242	r	0	1	prodigal	v2.6.3
158	ERR1713356_000000003722	3501	5112	f	1	1	prodigal	v2.6.3
159	ERR1713356_000000003852	1	331	r	1	1	prodigal	v2.6.3
160	ERR1713356_000000003852	629	863	f	0	1	prodigal	v2.6.3
161	ERR1713356_000000003852	859	1501	f	0	1	prodigal	v2.6.3
162	ERR1713356_000000003852	1490	2366	r	1	1	prodigal	v2.6.3
163	ERR1713356_000000003958	2	545	r	1	1	prodigal	v2.6.3
164	ERR1713356_000000003958	833	1031	f	0	1	prodigal	v2.6.3
165	ERR1713356_000000003958	1111	2080	r	0	1	prodigal	v2.6.3
166	ERR1713356_000000003958	2066	2237	r	0	1	prodigal	v2.6.3
167	ERR1713356_000000003958	2409	2481	r	1	1	prodigal	v2.6.3
168	ERR1713356_000000004072	72	1560	f	0	1	prodigal	v2.6.3
169	ERR1713356_000000004072	2245	3172	f	0	1	prodigal	v2.6.3
170	ERR1713356_000000004072	2981	3413	r	0	1	prodigal	v2.6.3
171	ERR1713356_000000004072	3515	3836	f	0	1	prodigal	v2.6.3
172	ERR1713356_000000004222	1	241	r	1	1	prodigal	v2.6.3
173	ERR1713356_000000004222	438	1356	r	0	1	prodigal	v2.6.3
174	ERR1713356_000000004222	1529	2132	r	0	1	prodigal	v2.6.3
175	ERR1713356_000000004222	2668	3838	r	1	1	prodigal	v2.6.3
176	ERR1713356_000000004326	1	82	f	1	1	prodigal	v2.6.3
177	ERR1713356_000000004326	719	2888	f	1	1	prodigal	v2.6.3
178	ERR1713356_000000004449	0	978	f	1	1	prodigal	v2.6.3
179	ERR1713356_000000004449	994	1609	f	0	1	prodigal	v2.6.3
180	ERR1713356_000000004449	1620	2001	f	0	1	prodigal	v2.6.3
181	ERR1713356_000000004449	2256	2607	f	1	1	prodigal	v2.6.3
182	ERR1713356_000000004563	2	329	r	1	1	prodigal	v2.6.3
183	ERR1713356_000000004563	409	1147	r	0	1	prodigal	v2.6.3
184	ERR1713356_000000004563	1197	1770	f	0	1	prodigal	v2.6.3
185	ERR1713356_000000004563	1766	2396	f	0	1	prodigal	v2.6.3
186	ERR1713356_000000004684	314	2411	r	0	1	prodigal	v2.6.3
187	ERR1713356_000000004684	2464	3154	r	0	1	prodigal	v2.6.3
188	ERR1713356_000000004684	3172	3823	r	1	1	prodigal	v2.6.3
189	ERR1713356_000000004786	2	554	f	1	1	prodigal	v2.6.3
190	ERR1713356_000000004786	550	1510	r	0	1	prodigal	v2.6.3
191	ERR1713356_000000004786	1502	1838	r	0	1	prodigal	v2.6.3
192	ERR1713356_000000004786	1847	2393	r	1	1	prodigal	v2.6.3
193	ERR1713356_000000004895	2	629	f	1	1	prodigal	v2.6.3
194	ERR1713356_000000004895	718	994	r	0	1	prodigal	v2.6.3
195	ERR1713356_000000004895	1189	1567	f	0	1	prodigal	v2.6.3
196	ERR1713356_000000004895	1686	2475	f	1	1	prodigal	v2.6.3
197	ERR1713356_000000005046	2	290	r	1	1	prodigal	v2.6.3
198	ERR1713356_000000005046	438	1065	f	0	1	prodigal	v2.6.3
199	ERR1713356_000000005046	1136	2879	r	0	1	prodigal	v2.6.3
200	ERR1713356_000000005046	2925	3294	r	1	1	prodigal	v2.6.3
201	ERR1713356_000000005158	1	127	f	1	1	prodigal	v2.6.3
202	ERR1713356_000000005158	145	1615	f	0	1	prodigal	v2.6.3
203	ERR1713356_000000005158	1625	2237	f	0	1	prodigal	v2.6.3
204	ERR1713356_000000005158	2302	4528	f	0	1	prodigal	v2.6.3
205	ERR1713356_000000005158	4570	4903	f	1	1	prodigal	v2.6.3
206	ERR1713356_000000005268	2	644	f	1	1	prodigal	v2.6.3
207	ERR1713356_000000005268	640	2164	r	1	1	prodigal	v2.6.3
208	ERR1713356_000000005389	1	775	r	1	1	prodigal	v2.6.3
209	ERR1713356_000000005389	824	1418	r	0	1	prodigal	v2.6.3
210	ERR1713356_000000005389	1456	2440	r	0	1	prodigal	v2.6.3
211	ERR1713356_000000005389	2445	3699	r	0	1	prodigal	v2.6.3
212	ERR1713356_000000005389	3688	4315	r	0	1	prodigal	v2.6.3
213	ERR1713356_000000005389	4307	5123	r	0	1	prodigal	v2.6.3
214	ERR1713356_000000005389	5119	6187	r	0	1	prodigal	v2.6.3
215	ERR1713356_000000005389	6183	7257	r	0	1	prodigal	v2.6.3
216	ERR1713356_000000005389	7326	7707	r	1	1	prodigal	v2.6.3
217	ERR1713356_000000005527	0	801	f	1	1	prodigal	v2.6.3
218	ERR1713356_000000005527	797	1301	f	0	1	prodigal	v2.6.3
219	ERR1713356_000000005527	1485	2013	f	0	1	prodigal	v2.6.3
220	ERR1713356_000000005527	2121	2286	r	1	1	prodigal	v2.6.3
221	ERR1713356_000000005642	1	262	r	1	1	prodigal	v2.6.3
222	ERR1713356_000000005642	400	2077	r	1	1	prodigal	v2.6.3
223	ERR1713356_000000005775	1	1183	r	1	1	prodigal	v2.6.3
224	ERR1713356_000000005775	1356	1893	f	0	1	prodigal	v2.6.3
225	ERR1713356_000000005775	2093	2432	r	0	1	prodigal	v2.6.3
226	ERR1713356_000000005775	2428	2968	r	0	1	prodigal	v2.6.3
227	ERR1713356_000000005775	2979	3459	f	0	1	prodigal	v2.6.3
228	ERR1713356_000000005775	3544	3964	f	1	1	prodigal	v2.6.3
229	ERR1713356_000000005891	233	2297	r	0	1	prodigal	v2.6.3
230	ERR1713356_000000005891	2301	3216	r	0	1	prodigal	v2.6.3
231	ERR1713356_000000005891	3483	4323	r	0	1	prodigal	v2.6.3
232	ERR1713356_000000005891	4413	5325	r	0	1	prodigal	v2.6.3
233	ERR1713356_000000005891	5335	5755	r	0	1	prodigal	v2.6.3
234	ERR1713356_000000005891	5732	6215	r	0	1	prodigal	v2.6.3
235	ERR1713356_000000005891	6223	7210	r	0	1	prodigal	v2.6.3
236	ERR1713356_000000005891	7414	7588	r	0	1	prodigal	v2.6.3
237	ERR1713356_000000005891	7768	8203	r	0	1	prodigal	v2.6.3
238	ERR1713356_000000005891	8292	9129	f	0	1	prodigal	v2.6.3
239	ERR1713356_000000005891	9201	9990	r	0	1	prodigal	v2.6.3
240	ERR1713356_000000005891	10075	10654	r	0	1	prodigal	v2.6.3
241	ERR1713356_000000005891	10743	11637	r	0	1	prodigal	v2.6.3
242	ERR1713356_000000005891	11792	13559	r	0	1	prodigal	v2.6.3
243	ERR1713356_000000005891	13583	14906	r	0	1	prodigal	v2.6.3
244	ERR1713356_000000005891	15038	15182	r	0	1	prodigal	v2.6.3
245	ERR1713356_000000005891	15398	16715	f	0	1	prodigal	v2.6.3
246	ERR1713356_000000005891	17089	17536	r	0	1	prodigal	v2.6.3
247	ERR1713356_000000005891	17562	19773	r	0	1	prodigal	v2.6.3
248	ERR1713356_000000005891	20049	20715	r	0	1	prodigal	v2.6.3
249	ERR1713356_000000005891	20707	21484	r	0	1	prodigal	v2.6.3
250	ERR1713356_000000005891	21487	22438	r	0	1	prodigal	v2.6.3
251	ERR1713356_000000005891	22459	22942	r	0	1	prodigal	v2.6.3
252	ERR1713356_000000005891	23169	23544	f	0	1	prodigal	v2.6.3
253	ERR1713356_000000005891	23713	24055	f	0	1	prodigal	v2.6.3
254	ERR1713356_000000005891	24368	24551	f	0	1	prodigal	v2.6.3
255	ERR1713356_000000005891	24561	25734	f	0	1	prodigal	v2.6.3
256	ERR1713356_000000005891	25831	26242	r	0	1	prodigal	v2.6.3
257	ERR1713356_000000005891	26321	26534	r	0	1	prodigal	v2.6.3
258	ERR1713356_000000005891	26648	27626	r	0	1	prodigal	v2.6.3
259	ERR1713356_000000005891	27738	28521	r	0	1	prodigal	v2.6.3
260	ERR1713356_000000005891	28517	29393	r	0	1	prodigal	v2.6.3
261	ERR1713356_000000005891	29429	30806	r	0	1	prodigal	v2.6.3
262	ERR1713356_000000005891	30807	31239	r	0	1	prodigal	v2.6.3
263	ERR1713356_000000005891	31257	31719	r	0	1	prodigal	v2.6.3
264	ERR1713356_000000005891	31722	32958	r	0	1	prodigal	v2.6.3
265	ERR1713356_000000005891	32973	33705	r	0	1	prodigal	v2.6.3
266	ERR1713356_000000005891	33734	34661	r	0	1	prodigal	v2.6.3
267	ERR1713356_000000005891	34682	35642	r	0	1	prodigal	v2.6.3
268	ERR1713356_000000005891	35667	35895	r	0	1	prodigal	v2.6.3
269	ERR1713356_000000005891	35921	36905	r	0	1	prodigal	v2.6.3
270	ERR1713356_000000005891	36904	37486	r	0	1	prodigal	v2.6.3
271	ERR1713356_000000005891	37651	37996	r	0	1	prodigal	v2.6.3
272	ERR1713356_000000005891	38225	38531	f	0	1	prodigal	v2.6.3
273	ERR1713356_000000005891	39208	40465	r	0	1	prodigal	v2.6.3
274	ERR1713356_000000005891	40448	41747	r	0	1	prodigal	v2.6.3
275	ERR1713356_000000005891	41746	42661	r	0	1	prodigal	v2.6.3
276	ERR1713356_000000005891	42686	43427	r	0	1	prodigal	v2.6.3
277	ERR1713356_000000005891	43470	45171	r	0	1	prodigal	v2.6.3
278	ERR1713356_000000005891	45205	46048	r	0	1	prodigal	v2.6.3
279	ERR1713356_000000005891	46060	46954	r	0	1	prodigal	v2.6.3
280	ERR1713356_000000005891	46959	47208	r	0	1	prodigal	v2.6.3
281	ERR1713356_000000005891	47204	48539	r	0	1	prodigal	v2.6.3
282	ERR1713356_000000005891	48555	49395	r	0	1	prodigal	v2.6.3
283	ERR1713356_000000005891	49521	49977	r	0	1	prodigal	v2.6.3
284	ERR1713356_000000005891	49973	50399	r	0	1	prodigal	v2.6.3
285	ERR1713356_000000005891	50425	50983	r	0	1	prodigal	v2.6.3
286	ERR1713356_000000005891	51051	52113	r	0	1	prodigal	v2.6.3
287	ERR1713356_000000005891	52367	52652	r	0	1	prodigal	v2.6.3
288	ERR1713356_000000005891	52719	53190	r	0	1	prodigal	v2.6.3
289	ERR1713356_000000005891	53158	53500	r	0	1	prodigal	v2.6.3
290	ERR1713356_000000005891	53474	53918	r	0	1	prodigal	v2.6.3
291	ERR1713356_000000005891	53938	54259	r	0	1	prodigal	v2.6.3
292	ERR1713356_000000005891	54280	54445	r	1	1	prodigal	v2.6.3
293	ERR1713356_000000006034	60	378	f	0	1	prodigal	v2.6.3
294	ERR1713356_000000006034	467	746	r	0	1	prodigal	v2.6.3
295	ERR1713356_000000006034	872	2093	r	1	1	prodigal	v2.6.3
296	ERR1713356_000000006169	1	430	r	1	1	prodigal	v2.6.3
297	ERR1713356_000000006169	430	967	r	0	1	prodigal	v2.6.3
298	ERR1713356_000000006169	1022	2150	r	1	1	prodigal	v2.6.3
299	ERR1713356_000000006282	118	2209	f	1	1	prodigal	v2.6.3
300	ERR1713356_000000006423	1	490	r	1	1	prodigal	v2.6.3
301	ERR1713356_000000006423	507	1329	r	0	1	prodigal	v2.6.3
302	ERR1713356_000000006423	1309	1777	r	0	1	prodigal	v2.6.3
303	ERR1713356_000000006423	2068	2455	f	0	1	prodigal	v2.6.3
304	ERR1713356_000000006423	2872	3808	f	0	1	prodigal	v2.6.3
305	ERR1713356_000000006423	3832	3964	f	1	1	prodigal	v2.6.3
306	ERR1713356_000000006536	1	553	f	1	1	prodigal	v2.6.3
307	ERR1713356_000000006536	549	2220	r	0	1	prodigal	v2.6.3
308	ERR1713356_000000006536	2349	2508	f	1	1	prodigal	v2.6.3
309	ERR1713356_000000006648	2	194	r	1	1	prodigal	v2.6.3
310	ERR1713356_000000006648	711	1098	f	0	1	prodigal	v2.6.3
311	ERR1713356_000000006648	1090	1300	f	0	1	prodigal	v2.6.3
312	ERR1713356_000000006648	1774	2296	r	0	1	prodigal	v2.6.3
313	ERR1713356_000000006648	2295	2934	r	1	1	prodigal	v2.6.3
314	ERR1713356_000000006761	0	741	f	1	1	prodigal	v2.6.3
315	ERR1713356_000000006761	1125	2427	f	0	1	prodigal	v2.6.3
316	ERR1713356_000000006761	2510	3044	f	0	1	prodigal	v2.6.3
317	ERR1713356_000000006874	0	1059	f	1	1	prodigal	v2.6.3
318	ERR1713356_000000006874	1078	1627	f	0	1	prodigal	v2.6.3
319	ERR1713356_000000006874	1694	3428	f	1	1	prodigal	v2.6.3
320	ERR1713356_000000006989	2	440	r	1	1	prodigal	v2.6.3
321	ERR1713356_000000006989	436	670	r	0	1	prodigal	v2.6.3
322	ERR1713356_000000006989	666	1146	r	0	1	prodigal	v2.6.3
323	ERR1713356_000000006989	1192	2497	r	0	1	prodigal	v2.6.3
324	ERR1713356_000000006989	2646	2874	f	1	1	prodigal	v2.6.3
325	ERR1713356_000000007115	1	244	f	1	1	prodigal	v2.6.3
326	ERR1713356_000000007115	246	453	f	0	1	prodigal	v2.6.3
327	ERR1713356_000000007115	449	815	f	0	1	prodigal	v2.6.3
328	ERR1713356_000000007115	992	1244	r	0	1	prodigal	v2.6.3
329	ERR1713356_000000007115	1307	2627	r	1	1	prodigal	v2.6.3
330	ERR1713356_000000007260	163	2347	r	0	1	prodigal	v2.6.3
331	ERR1713356_000000007260	2387	2882	r	0	1	prodigal	v2.6.3
332	ERR1713356_000000007260	2929	3547	r	0	1	prodigal	v2.6.3
333	ERR1713356_000000007260	3694	3880	f	1	1	prodigal	v2.6.3
334	ERR1713356_000000007378	2	239	r	1	1	prodigal	v2.6.3
335	ERR1713356_000000007378	655	1996	f	0	1	prodigal	v2.6.3
336	ERR1713356_000000007378	2054	2939	r	0	1	prodigal	v2.6.3
337	ERR1713356_000000007378	3151	5101	f	0	1	prodigal	v2.6.3
338	ERR1713356_000000007378	5619	5931	f	0	1	prodigal	v2.6.3
339	ERR1713356_000000007378	5943	6585	f	0	1	prodigal	v2.6.3
340	ERR1713356_000000007378	6636	7263	f	0	1	prodigal	v2.6.3
341	ERR1713356_000000007378	7262	7544	f	0	1	prodigal	v2.6.3
342	ERR1713356_000000007378	7560	8388	f	0	1	prodigal	v2.6.3
343	ERR1713356_000000007378	8405	8672	f	0	1	prodigal	v2.6.3
344	ERR1713356_000000007378	8686	9022	f	0	1	prodigal	v2.6.3
345	ERR1713356_000000007378	9040	9814	f	0	1	prodigal	v2.6.3
346	ERR1713356_000000007378	9813	10239	f	0	1	prodigal	v2.6.3
347	ERR1713356_000000007378	10240	10447	f	0	1	prodigal	v2.6.3
348	ERR1713356_000000007378	10471	10732	f	0	1	prodigal	v2.6.3
349	ERR1713356_000000007378	10761	11130	f	0	1	prodigal	v2.6.3
350	ERR1713356_000000007378	11142	11475	f	0	1	prodigal	v2.6.3
351	ERR1713356_000000007378	11495	12035	f	0	1	prodigal	v2.6.3
352	ERR1713356_000000007378	12048	12318	f	0	1	prodigal	v2.6.3
353	ERR1713356_000000007378	12345	12744	f	0	1	prodigal	v2.6.3
354	ERR1713356_000000007378	12761	13304	f	0	1	prodigal	v2.6.3
355	ERR1713356_000000007378	13322	13688	f	0	1	prodigal	v2.6.3
356	ERR1713356_000000007378	13705	14206	f	0	1	prodigal	v2.6.3
357	ERR1713356_000000007378	14219	14399	f	0	1	prodigal	v2.6.3
358	ERR1713356_000000007378	14413	14854	f	0	1	prodigal	v2.6.3
359	ERR1713356_000000007378	14855	16118	f	0	1	prodigal	v2.6.3
360	ERR1713356_000000007378	16129	16783	f	0	1	prodigal	v2.6.3
361	ERR1713356_000000007378	16779	17532	f	0	1	prodigal	v2.6.3
362	ERR1713356_000000007378	17578	17800	f	0	1	prodigal	v2.6.3
363	ERR1713356_000000007378	17952	18330	f	0	1	prodigal	v2.6.3
364	ERR1713356_000000007378	18348	18738	f	0	1	prodigal	v2.6.3
365	ERR1713356_000000007378	18829	19810	f	0	1	prodigal	v2.6.3
366	ERR1713356_000000007378	19843	20185	f	0	1	prodigal	v2.6.3
367	ERR1713356_000000007378	20386	20929	f	0	1	prodigal	v2.6.3
368	ERR1713356_000000007378	21093	22122	f	0	1	prodigal	v2.6.3
369	ERR1713356_000000007378	22226	23201	r	0	1	prodigal	v2.6.3
370	ERR1713356_000000007378	23202	24171	r	0	1	prodigal	v2.6.3
